pmid,stage2,stage4
"PMID:18955160","0","0"
"PMID:18956838","0","0"
"PMID:18957645","0","0"
"PMID:18959420","0","0"
"PMID:18967926","0","0"
"PMID:18968325","0","0"
"PMID:18969198","0","0"
"PMID:18969801","0","0"
"PMID:18969808","0","0"
"PMID:18970571","0","0"
"PMID:18970573","0","0"
"PMID:18973769","0","0"
"PMID:18978937","0","0"
"PMID:18979088","0","0"
"PMID:18980245","0","0"
"PMID:18981592","0","0"
"PMID:18982418","0","0"
"PMID:18983074","0","0"
"PMID:18986675","0","0"
"PMID:18987500","0","0"
"PMID:18990428","0","0"
"PMID:18990492","0","0"
"PMID:18991914","0","0"
"PMID:18992909","0","0"
"PMID:18992918","0","0"
"PMID:18996888","0","0"
"PMID:19000778","0","0"
"PMID:19001728","0","0"
"PMID:19002402","0","0"
"PMID:19002738","0","0"
"PMID:19004474","0","0"
"PMID:19005863","0","0"
"PMID:19011916","0","0"
"PMID:19014500","0","0"
"PMID:19016308","0","0"
"PMID:19022258","0","0"
"PMID:19022470","0","0"
"PMID:19025330","0","0"
"PMID:19025336","0","0"
"PMID:19028563","0","0"
"PMID:19030278","0","0"
"PMID:19030987","0","0"
"PMID:19031103","0","0"
"PMID:19034372","0","0"
"PMID:19036459","0","0"
"PMID:19036460","0","0"
"PMID:19036877","0","0"
"PMID:19037490","0","0"
"PMID:19038482","0","0"
"PMID:19045935","0","0"
"PMID:19046596","0","0"
"PMID:19057706","0","0"
"PMID:19057711","0","0"
"PMID:19060027","0","0"
"PMID:19061080","0","0"
"PMID:19061085","0","0"
"PMID:19061241","0","0"
"PMID:19068620","0","0"
"PMID:19068642","0","0"
"PMID:19068822","0","0"
"PMID:19071409","0","0"
"PMID:19073088","0","0"
"PMID:19073832","0","0"
"PMID:19074586","0","0"
"PMID:19079281","0","0"
"PMID:19079713","0","0"
"PMID:19079722","0","0"
"PMID:19084642","0","0"
"PMID:19084873","0","0"
"PMID:19085948","0","0"
"PMID:19087336","0","0"
"PMID:19090107","0","0"
"PMID:19090121","0","0"
"PMID:19092195","0","0"
"PMID:19093686","0","0"
"PMID:19095286","0","0"
"PMID:19098975","0","0"
"PMID:19100318","0","0"
"PMID:19101021","0","0"
"PMID:19101654","0","0"
"PMID:19102578","0","0"
"PMID:19102584","0","0"
"PMID:19104786","0","0"
"PMID:19104878","0","0"
"PMID:19107565","0","0"
"PMID:19108592","0","0"
"PMID:19110297","0","0"
"PMID:19115521","0","0"
"PMID:19117654","0","0"
"PMID:19124163","0","0"
"PMID:19131331","0","0"
"PMID:19132812","0","0"
"PMID:19133172","0","0"
"PMID:19133611","0","0"
"PMID:19135696","0","0"
"PMID:19137145","0","0"
"PMID:19137287","0","0"
"PMID:19138780","0","0"
"PMID:19139075","0","0"
"PMID:19140503","0","0"
"PMID:19141804","0","0"
"PMID:19143316","0","0"
"PMID:19143361","0","0"
"PMID:19144345","0","0"
"PMID:19146231","0","0"
"PMID:19147179","0","0"
"PMID:19148769","0","0"
"PMID:19149353","0","0"
"PMID:19150730","0","0"
"PMID:19150735","0","0"
"PMID:19151483","0","0"
"PMID:19152981","0","0"
"PMID:19155045","0","0"
"PMID:19156345","0","0"
"PMID:19157066","0","0"
"PMID:19157069","0","0"
"PMID:19157493","0","0"
"PMID:19157831","0","0"
"PMID:19158655","0","0"
"PMID:19159523","0","0"
"PMID:19160764","0","0"
"PMID:19161248","0","0"
"PMID:19161656","0","0"
"PMID:19162163","0","0"
"PMID:19162341","0","0"
"PMID:19166905","0","0"
"PMID:19167020","0","0"
"PMID:19167350","0","0"
"PMID:19174878","0","0"
"PMID:19181314","0","0"
"PMID:19181381","0","0"
"PMID:19181613","0","0"
"PMID:19184482","0","0"
"PMID:19184484","0","0"
"PMID:19184729","0","0"
"PMID:19184731","0","0"
"PMID:19184732","0","0"
"PMID:19184733","0","0"
"PMID:19184736","0","0"
"PMID:19185120","0","0"
"PMID:19185928","0","0"
"PMID:19186155","0","0"
"PMID:19186820","0","0"
"PMID:19196699","0","0"
"PMID:19197804","0","0"
"PMID:19203777","0","0"
"PMID:19207876","0","0"
"PMID:19211102","0","0"
"PMID:19211731","0","0"
"PMID:19217945","0","0"
"PMID:19218331","0","0"
"PMID:19222487","0","0"
"PMID:19223081","0","0"
"PMID:19223083","0","0"
"PMID:19223531","0","0"
"PMID:19228888","0","0"
"PMID:19232295","0","0"
"PMID:19232673","0","0"
"PMID:19232801","0","0"
"PMID:19233257","0","0"
"PMID:19235533","0","0"
"PMID:19236889","0","0"
"PMID:19237451","0","0"
"PMID:19238969","0","0"
"PMID:19239007","0","0"
"PMID:19240349","0","0"
"PMID:19243027","0","0"
"PMID:19243809","0","0"
"PMID:19244989","0","0"
"PMID:19246076","0","0"
"PMID:19249382","0","0"
"PMID:19251303","0","0"
"PMID:19253040","0","0"
"PMID:19254805","0","0"
"PMID:19260376","0","0"
"PMID:19261272","0","0"
"PMID:19261338","0","0"
"PMID:19267065","0","0"
"PMID:19267069","0","0"
"PMID:19267126","0","0"
"PMID:19269048","0","0"
"PMID:19269082","0","0"
"PMID:19269487","0","0"
"PMID:19269667","0","0"
"PMID:19269698","0","0"
"PMID:19270714","0","0"
"PMID:19270782","0","0"
"PMID:19270792","0","0"
"PMID:19270804","0","0"
"PMID:19274472","0","0"
"PMID:19275601","0","0"
"PMID:19278865","0","0"
"PMID:19280027","0","0"
"PMID:19280433","0","0"
"PMID:19285792","0","0"
"PMID:19286012","0","0"
"PMID:19286257","0","0"
"PMID:19286684","0","0"
"PMID:19292566","0","0"
"PMID:19301129","0","0"
"PMID:19302835","0","0"
"PMID:19303092","0","0"
"PMID:19303127","0","0"
"PMID:19303134","0","0"
"PMID:19303142","0","0"
"PMID:19306346","0","0"
"PMID:19306998","0","0"
"PMID:19307032","0","0"
"PMID:19308637","0","0"
"PMID:19319186","0","0"
"PMID:19319906","0","0"
"PMID:19320170","0","0"
"PMID:19320536","0","0"
"PMID:19324393","0","0"
"PMID:19327375","0","0"
"PMID:19329308","0","0"
"PMID:19330129","0","0"
"PMID:19330641","0","0"
"PMID:19330646","0","0"
"PMID:19337487","0","0"
"PMID:19337501","0","0"
"PMID:19337670","0","0"
"PMID:19337768","0","0"
"PMID:19347169","0","0"
"PMID:19348861","0","0"
"PMID:19350921","0","0"
"PMID:19350922","0","0"
"PMID:19350947","0","0"
"PMID:19355791","0","0"
"PMID:19356767","0","0"
"PMID:19361487","0","0"
"PMID:19362102","0","0"
"PMID:19362314","0","0"
"PMID:19366437","0","0"
"PMID:19367629","0","0"
"PMID:19368154","0","0"
"PMID:19368190","0","0"
"PMID:19370395","0","0"
"PMID:19373501","0","0"
"PMID:19375178","0","0"
"PMID:19375769","0","0"
"PMID:19379166","0","0"
"PMID:19379838","0","0"
"PMID:19380459","0","0"
"PMID:19381711","0","0"
"PMID:19393767","0","0"
"PMID:19394677","0","0"
"PMID:19394694","0","0"
"PMID:19396244","0","0"
"PMID:19396984","0","0"
"PMID:19396985","0","0"
"PMID:19399860","0","0"
"PMID:19402485","0","0"
"PMID:19402508","0","0"
"PMID:19403157","0","0"
"PMID:19403856","0","0"
"PMID:19406450","0","0"
"PMID:19406486","0","0"
"PMID:19406487","0","0"
"PMID:19409598","0","0"
"PMID:19412895","0","0"
"PMID:19416728","0","0"
"PMID:19418041","0","0"
"PMID:19419006","0","0"
"PMID:19424534","0","0"
"PMID:19425130","0","0"
"PMID:19428992","0","0"
"PMID:19432326","0","0"
"PMID:19433241","0","0"
"PMID:19433242","0","0"
"PMID:19433244","0","0"
"PMID:19433246","0","0"
"PMID:19433247","0","0"
"PMID:19433248","0","0"
"PMID:19433252","0","0"
"PMID:19433253","0","0"
"PMID:19434350","0","0"
"PMID:19434888","0","0"
"PMID:19439194","0","0"
"PMID:19440503","0","0"
"PMID:19441848","0","0"
"PMID:19442834","0","0"
"PMID:19443055","0","0"
"PMID:19448323","0","0"
"PMID:19456339","0","0"
"PMID:19456348","0","0"
"PMID:19456369","0","0"
"PMID:19456375","0","0"
"PMID:19456386","0","0"
"PMID:19456401","0","0"
"PMID:19457435","0","0"
"PMID:19458313","0","0"
"PMID:19459375","0","0"
"PMID:19464308","0","0"
"PMID:19464383","0","0"
"PMID:19464581","0","0"
"PMID:19464679","0","0"
"PMID:19466673","0","0"
"PMID:19467236","0","0"
"PMID:19467346","0","0"
"PMID:19469050","0","0"
"PMID:19469586","0","0"
"PMID:19470216","0","0"
"PMID:19470365","0","0"
"PMID:19473266","0","0"
"PMID:19474043","0","0"
"PMID:19475980","0","0"
"PMID:19476957","0","0"
"PMID:19476970","0","0"
"PMID:19477180","0","0"
"PMID:19477298","0","0"
"PMID:19477484","0","0"
"PMID:19477536","0","0"
"PMID:19478717","0","0"
"PMID:19478990","0","0"
"PMID:19479009","0","0"
"PMID:19479014","0","0"
"PMID:19479024","0","0"
"PMID:19481582","0","0"
"PMID:19481623","0","0"
"PMID:19482336","0","0"
"PMID:19482828","0","0"
"PMID:19484587","0","0"
"PMID:19488800","0","0"
"PMID:19488802","0","0"
"PMID:19489062","0","0"
"PMID:19492024","0","0"
"PMID:19493577","0","0"
"PMID:19495820","0","0"
"PMID:19496343","0","0"
"PMID:19497575","0","0"
"PMID:19497651","0","0"
"PMID:19499161","0","0"
"PMID:19499971","0","0"
"PMID:19500631","0","0"
"PMID:19501381","0","0"
"PMID:19502515","0","0"
"PMID:19502768","0","0"
"PMID:19507023","0","0"
"PMID:19519328","0","0"
"PMID:19519569","0","0"
"PMID:19520416","0","0"
"PMID:19523507","0","0"
"PMID:19524284","0","0"
"PMID:19525691","0","0"
"PMID:19528054","0","0"
"PMID:19528057","0","0"
"PMID:19533341","0","0"
"PMID:19534098","0","0"
"PMID:19534158","0","0"
"PMID:19539350","0","0"
"PMID:19539684","0","0"
"PMID:19540004","0","0"
"PMID:19541765","0","0"
"PMID:19542331","0","0"
"PMID:19544895","0","0"
"PMID:19544899","0","0"
"PMID:19550381","0","0"
"PMID:19550383","0","0"
"PMID:19558036","0","0"
"PMID:19558102","0","0"
"PMID:19558113","0","0"
"PMID:19559467","0","0"
"PMID:19559809","0","0"
"PMID:19559814","0","0"
"PMID:19560185","0","0"
"PMID:19567274","0","0"
"PMID:19567835","0","0"
"PMID:19567981","0","0"
"PMID:19569348","0","0"
"PMID:19570649","0","0"
"PMID:19571587","0","0"
"PMID:19574395","0","0"
"PMID:19576435","0","0"
"PMID:19576897","0","0"
"PMID:19577267","0","0"
"PMID:19577634","0","0"
"PMID:19585867","0","0"
"PMID:19586131","0","0"
"PMID:19587689","0","0"
"PMID:19587848","0","0"
"PMID:19588491","0","0"
"PMID:19588843","0","0"
"PMID:19588847","0","0"
"PMID:19589590","0","0"
"PMID:19589674","0","0"
"PMID:19590664","0","0"
"PMID:19590684","0","0"
"PMID:19592065","0","0"
"PMID:19594415","0","0"
"PMID:19595304","0","0"
"PMID:19602387","0","0"
"PMID:19604029","0","0"
"PMID:19604031","0","0"
"PMID:19615445","0","0"
"PMID:19615798","0","0"
"PMID:19615815","0","0"
"PMID:19616272","0","0"
"PMID:19621256","0","0"
"PMID:19625078","0","0"
"PMID:19625957","0","0"
"PMID:19627379","0","0"
"PMID:19629445","0","0"
"PMID:19632037","0","0"
"PMID:19632294","0","0"
"PMID:19632722","0","0"
"PMID:19632774","0","0"
"PMID:19633956","0","0"
"PMID:19634440","0","0"
"PMID:19638420","0","0"
"PMID:19639110","0","0"
"PMID:19640596","0","0"
"PMID:19642826","0","0"
"PMID:19642830","0","0"
"PMID:19643423","0","0"
"PMID:19645098","0","0"
"PMID:19646031","0","0"
"PMID:19649844","0","0"
"PMID:19650224","0","0"
"PMID:19650721","0","0"
"PMID:19651226","0","0"
"PMID:19651637","0","0"
"PMID:19654909","0","0"
"PMID:19654913","0","0"
"PMID:19654930","0","0"
"PMID:19655325","0","0"
"PMID:19656001","0","0"
"PMID:19657530","0","0"
"PMID:19661574","0","0"
"PMID:19662857","0","0"
"PMID:19663042","0","0"
"PMID:19665171","0","0"
"PMID:19665239","0","0"
"PMID:19665291","0","0"
"PMID:19669093","0","0"
"PMID:19669681","0","0"
"PMID:19673289","0","0"
"PMID:19673658","0","0"
"PMID:19674839","0","0"
"PMID:19674878","0","0"
"PMID:19684458","0","0"
"PMID:19685217","0","0"
"PMID:19689815","0","0"
"PMID:19689930","0","0"
"PMID:19690995","0","0"
"PMID:19691246","0","0"
"PMID:19691325","0","0"
"PMID:19695660","0","0"
"PMID:19695720","0","0"
"PMID:19700839","0","0"
"PMID:19703584","0","0"
"PMID:19703700","0","0"
"PMID:19703701","0","0"
"PMID:19709900","0","0"
"PMID:19711250","0","0"
"PMID:19723526","0","0"
"PMID:19725470","0","0"
"PMID:19730910","0","0"
"PMID:19731714","0","0"
"PMID:19731717","0","0"
"PMID:19735706","0","0"
"PMID:19736227","0","0"
"PMID:19736228","0","0"
"PMID:19736229","0","0"
"PMID:19736232","0","0"
"PMID:19742155","0","0"
"PMID:19744663","0","0"
"PMID:19746696","0","0"
"PMID:19747739","0","0"
"PMID:19750099","0","0"
"PMID:19750113","0","0"
"PMID:19750116","0","0"
"PMID:19756842","0","0"
"PMID:19757434","0","0"
"PMID:19759463","0","0"
"PMID:19761037","0","0"
"PMID:19764258","0","0"
"PMID:19765868","0","0"
"PMID:19772867","0","0"
"PMID:19773398","0","0"
"PMID:19776462","0","0"
"PMID:19776470","0","0"
"PMID:19778576","0","0"
"PMID:19778577","0","0"
"PMID:19780864","0","0"
"PMID:19781796","0","0"
"PMID:19782469","0","0"
"PMID:19783049","0","0"
"PMID:19789640","0","0"
"PMID:19794293","0","0"
"PMID:19797844","0","0"
"PMID:19799286","0","0"
"PMID:19800354","0","0"
"PMID:19800356","0","0"
"PMID:19802852","0","0"
"PMID:19803334","0","0"
"PMID:19806741","0","0"
"PMID:19809798","0","0"
"PMID:19811676","0","0"
"PMID:19811842","0","0"
"PMID:19815844","0","0"
"PMID:19818413","0","0"
"PMID:19822264","0","0"
"PMID:19822343","0","0"
"PMID:19828186","0","0"
"PMID:19828779","0","0"
"PMID:19828794","0","0"
"PMID:19833195","0","0"
"PMID:19833648","0","0"
"PMID:19833650","0","0"
"PMID:19835061","0","0"
"PMID:19836445","0","0"
"PMID:19836887","0","0"
"PMID:19839653","0","0"
"PMID:19845801","0","0"
"PMID:19847712","0","0"
"PMID:19847775","0","0"
"PMID:19850364","0","0"
"PMID:19850365","0","0"
"PMID:19853272","0","0"
"PMID:19862422","0","0"
"PMID:19862954","0","0"
"PMID:19863051","0","0"
"PMID:19864315","0","0"
"PMID:19879662","0","0"
"PMID:19880157","0","0"
"PMID:19886429","0","0"
"PMID:19887024","0","0"
"PMID:19890158","0","0"
"PMID:19890164","0","0"
"PMID:19890895","0","0"
"PMID:19890953","0","0"
"PMID:19892388","0","0"
"PMID:19897028","0","0"
"PMID:19897053","0","0"
"PMID:19898761","0","0"
"PMID:19898767","0","0"
"PMID:19898982","0","0"
"PMID:19900691","0","0"
"PMID:19900699","0","0"
"PMID:19903067","0","0"
"PMID:19906185","0","0"
"PMID:19906476","0","0"
"PMID:19906654","0","0"
"PMID:19907904","0","0"
"PMID:19907906","0","0"
"PMID:19913515","0","0"
"PMID:19913907","0","0"
"PMID:19914268","0","0"
"PMID:19916736","0","0"
"PMID:19917184","0","0"
"PMID:19919579","0","0"
"PMID:19921452","0","0"
"PMID:19921861","0","0"
"PMID:19924554","0","0"
"PMID:19924899","0","0"
"PMID:19924914","0","0"
"PMID:19924976","0","0"
"PMID:19926112","0","0"
"PMID:19929374","0","0"
"PMID:19931117","0","0"
"PMID:19931376","0","0"
"PMID:19931644","0","0"
"PMID:19932109","0","0"
"PMID:19932485","0","0"
"PMID:19933234","0","0"
"PMID:19933509","0","0"
"PMID:19933552","0","0"
"PMID:19937112","0","0"
"PMID:19938328","0","0"
"PMID:19939429","0","0"
"PMID:19939474","0","0"
"PMID:19939674","0","0"
"PMID:19939854","0","0"
"PMID:19944440","0","0"
"PMID:19945756","0","0"
"PMID:19948398","0","0"
"PMID:19949247","0","0"
"PMID:19950219","0","0"
"PMID:19952529","0","0"
"PMID:19953400","0","0"
"PMID:19959202","0","0"
"PMID:19959230","0","0"
"PMID:19960180","0","0"
"PMID:19960394","0","0"
"PMID:19965413","0","0"
"PMID:19995686","0","0"
"PMID:20000520","0","0"
"PMID:20001722","0","0"
"PMID:20002219","0","0"
"PMID:20002585","0","0"
"PMID:20005582","0","0"
"PMID:20006701","0","0"
"PMID:20006903","0","0"
"PMID:20012186","0","0"
"PMID:20015530","0","0"
"PMID:20015537","0","0"
"PMID:20016128","0","0"
"PMID:20017000","0","0"
"PMID:20019906","0","0"
"PMID:20019912","0","0"
"PMID:20020116","0","0"
"PMID:20022019","0","0"
"PMID:20022563","0","0"
"PMID:20022620","0","0"
"PMID:20024683","0","0"
"PMID:20025969","0","0"
"PMID:20025995","0","0"
"PMID:20027175","0","0"
"PMID:20028801","0","0"
"PMID:20033144","0","0"
"PMID:20035111","0","0"
"PMID:20035325","0","0"
"PMID:20035395","0","0"
"PMID:20035461","0","0"
"PMID:20035965","0","0"
"PMID:20041824","0","0"
"PMID:20043267","0","0"
"PMID:20043972","0","0"
"PMID:20044124","0","0"
"PMID:20045491","0","0"
"PMID:20047015","0","0"
"PMID:20047750","0","0"
"PMID:20049111","0","0"
"PMID:20049112","0","0"
"PMID:20049113","0","0"
"PMID:20049133","0","0"
"PMID:20049205","0","0"
"PMID:20049216","0","0"
"PMID:20050941","0","0"
"PMID:20053866","0","0"
"PMID:20055407","0","0"
"PMID:20056561","0","0"
"PMID:20056587","0","0"
"PMID:20057100","0","0"
"PMID:20059582","0","0"
"PMID:20060486","0","0"
"PMID:20060493","0","0"
"PMID:20060579","0","0"
"PMID:20060601","0","0"
"PMID:20061329","0","0"
"PMID:20063036","0","0"
"PMID:20064516","0","0"
"PMID:20067833","0","0"
"PMID:20067845","0","0"
"PMID:20067889","0","0"
"PMID:20067897","0","0"
"PMID:20070188","0","0"
"PMID:20070410","0","0"
"PMID:20074635","0","0"
"PMID:20074769","0","0"
"PMID:20074779","0","0"
"PMID:20074805","0","0"
"PMID:20074974","0","0"
"PMID:20077194","0","0"
"PMID:20077210","0","0"
"PMID:20079514","0","0"
"PMID:20079544","0","0"
"PMID:20082000","0","0"
"PMID:20082360","0","0"
"PMID:20082771","0","0"
"PMID:20083294","0","0"
"PMID:20083296","0","0"
"PMID:20084436","0","0"
"PMID:20088799","0","0"
"PMID:20089296","0","0"
"PMID:20089479","0","0"
"PMID:20093282","0","0"
"PMID:20097011","0","0"
"PMID:20102575","0","0"
"PMID:20102766","0","0"
"PMID:20104429","0","0"
"PMID:20113374","0","0"
"PMID:20116833","0","0"
"PMID:20120163","0","0"
"PMID:20121081","0","0"
"PMID:20123619","0","0"
"PMID:20124498","0","0"
"PMID:20128469","0","0"
"PMID:20129681","0","0"
"PMID:20131379","0","0"
"PMID:20132345","0","0"
"PMID:20135340","0","0"
"PMID:20136739","0","0"
"PMID:20138181","0","0"
"PMID:20138265","0","0"
"PMID:20144320","0","0"
"PMID:20145893","0","0"
"PMID:20147336","0","0"
"PMID:20148244","0","0"
"PMID:20148245","0","0"
"PMID:20150704","0","0"
"PMID:20150974","0","0"
"PMID:20152385","0","0"
"PMID:20153439","0","0"
"PMID:20153502","0","0"
"PMID:20155739","0","0"
"PMID:20163291","0","0"
"PMID:20163579","0","0"
"PMID:20163752","0","0"
"PMID:20164146","0","0"
"PMID:20166196","0","0"
"PMID:20166598","0","0"
"PMID:20166695","0","0"
"PMID:20167288","0","0"
"PMID:20172477","0","0"
"PMID:20172683","0","0"
"PMID:20176471","0","0"
"PMID:20178801","0","0"
"PMID:20181390","0","0"
"PMID:20183522","0","0"
"PMID:20183934","0","0"
"PMID:20185235","0","0"
"PMID:20185384","0","0"
"PMID:20187392","0","0"
"PMID:20189627","0","0"
"PMID:20189629","0","0"
"PMID:20189630","0","0"
"PMID:20194757","0","0"
"PMID:20196143","0","0"
"PMID:20197795","0","0"
"PMID:20199797","0","0"
"PMID:20199830","0","0"
"PMID:20200022","0","0"
"PMID:20202279","0","0"
"PMID:20202669","0","0"
"PMID:20202673","0","0"
"PMID:20202696","0","0"
"PMID:20202916","0","0"
"PMID:20203099","0","0"
"PMID:20206427","0","0"
"PMID:20206664","0","0"
"PMID:20207427","0","0"
"PMID:20207836","0","0"
"PMID:20209080","0","0"
"PMID:20211498","0","0"
"PMID:20213193","0","0"
"PMID:20213308","0","0"
"PMID:20214916","0","0"
"PMID:20216574","0","0"
"PMID:20218506","0","0"
"PMID:20220228","0","0"
"PMID:20222725","0","0"
"PMID:20223520","0","0"
"PMID:20225052","0","0"
"PMID:20225642","0","0"
"PMID:20226786","0","0"
"PMID:20227414","0","0"
"PMID:20229806","0","0"
"PMID:20236231","0","0"
"PMID:20236711","0","0"
"PMID:20237498","0","0"
"PMID:20298746","0","0"
"PMID:20299017","0","0"
"PMID:20299547","0","0"
"PMID:20303476","0","0"
"PMID:20303573","0","0"
"PMID:20304459","0","0"
"PMID:20309920","0","0"
"PMID:20332145","0","0"
"PMID:20336027","0","0"
"PMID:20336451","0","0"
"PMID:20347220","0","0"
"PMID:20347536","0","0"
"PMID:20347861","0","0"
"PMID:20348622","0","0"
"PMID:20352188","0","0"
"PMID:20353558","0","0"
"PMID:20354692","0","0"
"PMID:20356033","0","0"
"PMID:20358847","0","0"
"PMID:20359757","0","0"
"PMID:20362344","0","0"
"PMID:20363039","0","0"
"PMID:20363716","0","0"
"PMID:20363717","0","0"
"PMID:20363718","0","0"
"PMID:20363719","0","0"
"PMID:20363720","0","0"
"PMID:20364578","0","0"
"PMID:20364589","0","0"
"PMID:20368129","0","0"
"PMID:20368318","0","0"
"PMID:20371923","0","0"
"PMID:20371936","0","0"
"PMID:20371976","0","0"
"PMID:20374814","0","0"
"PMID:20376432","0","0"
"PMID:20377353","0","0"
"PMID:20378154","0","0"
"PMID:20381523","0","0"
"PMID:20381602","0","0"
"PMID:20382090","0","0"
"PMID:20382578","0","0"
"PMID:20385159","0","0"
"PMID:20388554","0","0"
"PMID:20392747","0","0"
"PMID:20394807","0","0"
"PMID:20396882","0","0"
"PMID:20397087","0","0"
"PMID:20398938","0","0"
"PMID:20398951","0","0"
"PMID:20399713","0","0"
"PMID:20399825","0","0"
"PMID:20399849","0","0"
"PMID:20400489","0","0"
"PMID:20405487","0","0"
"PMID:20405856","0","0"
"PMID:20407748","0","0"
"PMID:20407765","0","0"
"PMID:20408563","0","0"
"PMID:20409297","0","0"
"PMID:20412739","0","0"
"PMID:20413554","0","0"
"PMID:20414285","0","0"
"PMID:20414313","0","0"
"PMID:20414542","0","0"
"PMID:20415756","0","0"
"PMID:20417212","0","0"
"PMID:20417543","0","0"
"PMID:20419622","0","0"
"PMID:20422128","0","0"
"PMID:20424297","0","0"
"PMID:20424300","0","0"
"PMID:20429152","0","0"
"PMID:20429549","0","0"
"PMID:20434217","0","0"
"PMID:20434598","0","0"
"PMID:20435135","0","0"
"PMID:20435343","0","0"
"PMID:20435554","0","0"
"PMID:20435691","0","0"
"PMID:20438827","0","0"
"PMID:20439174","0","0"
"PMID:20444488","0","0"
"PMID:20444570","0","0"
"PMID:20444671","0","0"
"PMID:20447765","0","0"
"PMID:20449553","0","0"
"PMID:20452641","0","0"
"PMID:20452771","0","0"
"PMID:20452843","0","0"
"PMID:20459045","0","0"
"PMID:20464973","0","0"
"PMID:20466011","0","0"
"PMID:20466441","0","0"
"PMID:20467048","0","0"
"PMID:20467862","0","0"
"PMID:20478588","0","0"
"PMID:20478606","0","0"
"PMID:20482499","0","0"
"PMID:20483224","0","0"
"PMID:20483275","0","0"
"PMID:20483492","0","0"
"PMID:20487041","0","0"
"PMID:20487042","0","0"
"PMID:20487043","0","0"
"PMID:20489243","0","0"
"PMID:20489266","0","0"
"PMID:20489638","0","0"
"PMID:20493223","0","0"
"PMID:20493510","0","0"
"PMID:20493513","0","0"
"PMID:20493943","0","0"
"PMID:20494400","0","0"
"PMID:20498677","0","0"
"PMID:20502175","0","0"
"PMID:20507254","0","0"
"PMID:20508389","0","0"
"PMID:20508754","0","0"
"PMID:20508758","0","0"
"PMID:20509619","0","0"
"PMID:20509646","0","0"
"PMID:20510433","0","0"
"PMID:20511291","0","0"
"PMID:20515691","0","0"
"PMID:20517192","0","0"
"PMID:20523976","0","0"
"PMID:20535935","0","0"
"PMID:20537012","0","0"
"PMID:20541124","0","0"
"PMID:20541152","0","0"
"PMID:20541790","0","0"
"PMID:20542073","0","0"
"PMID:20542075","0","0"
"PMID:20542892","0","0"
"PMID:20544555","0","0"
"PMID:20544693","0","0"
"PMID:20546840","0","0"
"PMID:20546914","0","0"
"PMID:20549624","0","0"
"PMID:20549626","0","0"
"PMID:20549642","0","0"
"PMID:20550598","0","0"
"PMID:20551087","0","0"
"PMID:20552393","0","0"
"PMID:20552394","0","0"
"PMID:20553685","0","0"
"PMID:20554303","0","0"
"PMID:20554764","0","0"
"PMID:20557921","0","0"
"PMID:20557935","0","0"
"PMID:20558277","0","0"
"PMID:20558289","0","0"
"PMID:20559302","0","0"
"PMID:20564454","0","0"
"PMID:20564479","0","0"
"PMID:20565079","0","0"
"PMID:20566362","0","0"
"PMID:20566471","0","0"
"PMID:20566993","0","0"
"PMID:20568270","0","0"
"PMID:20569195","0","0"
"PMID:20570351","0","0"
"PMID:20570371","0","0"
"PMID:20571691","0","0"
"PMID:20572746","0","0"
"PMID:20573408","0","0"
"PMID:20574780","0","0"
"PMID:20579690","0","0"
"PMID:20580056","0","0"
"PMID:20582145","0","0"
"PMID:20589370","0","0"
"PMID:20591435","0","0"
"PMID:20591464","0","0"
"PMID:20591467","0","0"
"PMID:20593405","0","0"
"PMID:20594813","0","0"
"PMID:20594974","0","0"
"PMID:20595766","0","0"
"PMID:20595768","0","0"
"PMID:20598165","0","0"
"PMID:20599246","0","0"
"PMID:20600042","0","0"
"PMID:20600051","0","0"
"PMID:20600820","0","0"
"PMID:20602530","0","0"
"PMID:20607394","0","0"
"PMID:20607617","0","0"
"PMID:20609371","0","0"
"PMID:20609372","0","0"
"PMID:20609460","0","0"
"PMID:20610613","0","0"
"PMID:20615510","0","0"
"PMID:20615549","0","0"
"PMID:20615598","0","0"
"PMID:20620225","0","0"
"PMID:20621326","0","0"
"PMID:20621667","0","0"
"PMID:20621807","0","0"
"PMID:20622976","0","0"
"PMID:20623170","0","0"
"PMID:20623268","0","0"
"PMID:20623335","0","0"
"PMID:20623478","0","0"
"PMID:20623873","0","0"
"PMID:20624697","0","0"
"PMID:20627104","0","0"
"PMID:20630563","0","0"
"PMID:20633926","0","0"
"PMID:20638099","0","0"
"PMID:20638407","0","0"
"PMID:20640275","0","0"
"PMID:20640878","0","0"
"PMID:20641000","0","0"
"PMID:20646273","0","0"
"PMID:20647052","0","0"
"PMID:20654424","0","0"
"PMID:20655935","0","0"
"PMID:20656017","0","0"
"PMID:20659923","0","0"
"PMID:20663538","0","0"
"PMID:20665011","0","0"
"PMID:20667467","0","0"
"PMID:20667605","0","0"
"PMID:20669259","0","0"
"PMID:20669524","0","0"
"PMID:20671439","0","0"
"PMID:20671963","0","0"
"PMID:20673956","0","0"
"PMID:20673965","0","0"
"PMID:20674024","0","0"
"PMID:20675151","0","0"
"PMID:20675266","0","0"
"PMID:20676422","0","0"
"PMID:20677670","0","0"
"PMID:20678833","0","0"
"PMID:20681565","0","0"
"PMID:20681736","0","0"
"PMID:20683855","0","0"
"PMID:20684730","0","0"
"PMID:20685716","0","0"
"PMID:20686349","0","0"
"PMID:20687395","0","0"
"PMID:20688617","0","0"
"PMID:20688618","0","0"
"PMID:20689419","0","0"
"PMID:20691717","0","0"
"PMID:20693266","0","0"
